sc_ch_raw,tableLbink,sc_ch_raw_clean,semantic_0_clean,raceTerm,ethnicTerm
Non-Hispanics (n=3389),"http://www.tobaccopreventioncessation.com/Assessing-demographic-differences-in-decisional-balance-for-smoking-prevention-and-temptations-to-try-smoking-among-adolescent-subgroups,70562,0,2.html#t0002",non hispanics  n 3389,,,
Non-Latino,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610801,non latino,,,
"Non-Latino (n = 108 029), No. (weighted %) or weighted mean (SE)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77035975,non latino  n   108 029   no   weighted    or weighted mean  se,,,
Non-Latino Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482721,non latino asian,,,
Non-Latino Black,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482721,non latino black,,,
Non-Latino Hawaiian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482721,non latino hawaiian,,,
Non-Latino Other or >1 race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482721,non latino other or  1 race,,,
Non-Latino White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482721,non latino white,,,
Non-Latino/Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,non latino hispanic,,,
Non-Malay,"http://www.tobaccoinduceddiseases.org/An-online-survey-of-Malaysian-long-term-e-cigarette-user-nperceptions,118720,0,2.html#t0001",non malay,,,
Non-Malays,"http://www.tobaccoinduceddiseases.org/An-online-survey-of-Malaysian-long-term-e-cigarette-user-nperceptions,118720,0,2.html#t0003",non malays,,,
Non-Māori,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99873112,non māori,,,
Non-Romanian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606383,non romanian,,,
Non-SUD psychiatric (yes)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77031839,non sud psychiatric  yes,,,
Non-White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33453135,non white,,,
Non-White (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36550253,non white,,,
Non-White (minority group),"http://www.tobaccopreventioncessation.com/The-association-between-smokers-self-reported-health-nproblems-and-quitting-Findings,114085,0,2.html#t0001",non white  minority group,,,
Non-White race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53618003,non white race,,,
Non-White/Non-Caucasian,"http://www.tobaccopreventioncessation.com/Associations-between-Appalachian-youth-tobacco-consumption-and-communication-channel,118234,0,2.html#t0001",non white non caucasian,,,
Non-White/other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,non white other,,,
Non-Whites (n=336),"http://www.tobaccopreventioncessation.com/Assessing-demographic-differences-in-decisional-balance-for-smoking-prevention-and-temptations-to-try-smoking-among-adolescent-subgroups,70562,0,2.html#t0002",non whites  n 336,,,
Non-his white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116438218,non his white,,,
Non-indigenous,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",non indigenous,,,
Non-student,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113588831,non student,,,
Non-white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45373765,non white,,,
NonHispanic Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,nonhispanic asian,,,
NonHispanic black,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,nonhispanic black,,,
NonHispanic white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,nonhispanic white,,,
NonWhite,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137016934,nonwhite,,,
Nonsmokers vs. pregnancy smokers (N = 6596) Wald p value for interaction by race/ ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602834,nonsmokers vs  pregnancy smokers  n   6596  wald p value for interaction by race  ethnicity,,,
Nonstudent,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113583718,nonstudent,,,
Nonwhite,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120967350,nonwhite,,,
Norway,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/88243512,norway,,,
Not Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119653969,not hispanic,,,
Not Hispanic or Latino,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113599053,not hispanic or latino,,,
Not Hispanic/Latino,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589377,not hispanic latino,,,
Not disclosed,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",not disclosed,,,
Not employed,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",not employed,,,
Not recorded,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45374211,not recorded,,,
Not reported,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119653969,not reported,,,
Not specified,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/129569305,not specified,,,
Not stated,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/85051146,not stated,,,
Number of cigarettes per day,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,number of cigarettes per day,,,
"Number of cigarettes/d, mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,number of cigarettes d  mean  sd,,,
Number of other smokers in household,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/95129519,number of other smokers in household,,,
Number of participants (%) having CO > 30 ppm (42-mg patch dose wk 1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,number of participants     having co   30 ppm  42 mg patch dose wk 1,,,
Number of previous quit attempts,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/95129519,number of previous quit attempts,,,
"Number of prior attempts to quit, mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,number of prior attempts to quit  mean  sd,,,
"Number of warnings logged, M (SD)b,***",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,number of warnings logged  m  sd b,,,
"Number of years smoked, mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,number of years smoked  mean  sd,,,
Number other tobacco products,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,number other tobacco products,,,
O,"http://www.tobaccoinduceddiseases.org/The-comparative-effectiveness-of-two-brief-tobacco-ninterventions-in-the-U-S-Air,87142,0,2.html#t0001",o,,,
OR (95% CI) African Surinamese,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116438174,or  95  ci  african surinamese,,,
"OR (95% CI) All ethnic minority groupsa,b",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116438174,or  95  ci  all ethnic minority groupsa b,,,
OR (95% CI) South-Asian Surinamese,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116438174,or  95  ci  south asian surinamese,,,
OTH,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/228112378,oth,,,
Off-reserve Indigenous,"http://www.tobaccoinduceddiseases.org/An-evaluation-of-school-based-e-cigarette-control-policies-nimpact-on-the-use-of,93594,0,2.html#t0001",off reserve indigenous,,,
Omnibus test of race/ ethnicity differences F or X2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580435,omnibus test of race  ethnicity differences f or x2,,,
Omnibus test of race/ethnicity differences Fa,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580440,omnibus test of race ethnicity differences fa,,,
Omnibus test of race/ethnicity differences Partialb η2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580440,omnibus test of race ethnicity differences partialb η2,,,
Other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33442530,other,,,
Other (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36561392,other,,,
Other (14 reported more than one race),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606802,other  14 reported more than one race,,,
Other (O),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42837026,other  o,,,
Other (includes n = 3 unknown),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/54736029,other  includes n   3 unknown,,,
Other (n = 617),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202710515,other  n   617,,,
Other (vs. White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766106,other  vs  white,,,
"Other , N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,other   n,,,
Other / More than 1 Race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/205612276,other   more than 1 race,,,
Other Asian—Non-Chinese,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602243,other asian non chinese,,,
Other Bumiputras,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",other bumiputras,,,
Other Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77034085,other hispanic,,,
Other Race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765998,other race,,,
Other Race Non-Hispanica,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116437440,other race non hispanica,,,
Other Race Non-Hispanicb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116437432,other race non hispanicb,,,
Other White background,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,other white background,,,
Other b,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36569225,other b,,,
Other ethnic group,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,other ethnic group,,,
Other ethnic groups,"http://www.tobaccoinduceddiseases.org/Nass-use-and-associated-factors-among-outpatients-in-northern-nAfghanistan-A-cross,93574,0,2.html#t0001",other ethnic groups,,,
Other ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45375255,other ethnicity,,,
Other minority,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53617993,other minority,,,
Other non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,other non hispanic,,,
"Other or multi-race, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/124688373,other or multi race  non hispanic,,,
"Other or multiracial, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/208138315,other or multiracial  non hispanic,,,
"Other or multiracial, nonHispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,other or multiracial  nonhispanic,,,
Other or prefer not to say,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209693007,other or prefer not to say,,,
Other race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,other race,,,
Other race (vs. black),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97498579,other race  vs  black,,,
Other race or more than one race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835010,other race or more than one race,,,
"Other race, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/129567961,other race  non hispanic,,,
Other race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119652941,other race ethnicity,,,
Other than Danish,"http://www.tobaccopreventioncessation.com/Trends-in-smoking-and-smokeless-tobacco-use-among-Danish-nAdolescents-1997-2014,86331,0,2.html#t0001",other than danish,,,
Other than the above,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607447,other than the above,,,
Other vs. white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606247,other vs  white,,,
Other white background,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678090,other white background,,,
"Other, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/191023072,other  n,,,
"Other, NH",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33447927,other  nh,,,
"Other, NH (6.4%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589307,other  nh  6 4,,,
"Other, Non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808488,other  non hispanic,,,
"Other, including bi- and multi-racial",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/205613707,other  including bi  and multi racial,,,
"Other, multiracial",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/107630319,other  multiracial,,,
"Other, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204705585,other  n,,,
"Other, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370180,other  non hispanic,,,
"Other, nonWhite race",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/118217539,other  nonwhite race,,,
Other-directed violence (between waves)e,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580478,other directed violence  between waves e,,,
Other/Mixed,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/131026956,other mixed,,,
Other/Multi-Racial,"http://www.tobaccopreventioncessation.com/Incorporating-lung-cancer-screening-education-into-tobacco-ncessation-group-counseling,115166,0,2.html#t0002",other multi racial,,,
Other/Multiple,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,other multiple,,,
Other/Refused,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/208137921,other refused,,,
Other/mixed,"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",other mixed,,,
Other/multi-race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,other multi race,,,
"Other/multi-race, or Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/124688382,other multi race  or hispanic,,,
Other/multi-racial,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/118213876,other multi racial,,,
Other/multiple,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87402138,other multiple,,,
Other/multiple races,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370347,other multiple races,,,
Other/multiracial,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,other multiracial,,,
Other/not reported,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302895,other not reported,,,
Other/refused,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204125591,other refused,,,
Other/two races or more,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222862032?guestAccessKey=b154b9f1-3faa-4d38-b55a-1e6bc722c8c3,other two races or more,,,
Other/unknown,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45374215,other unknown,,,
Other3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/228112453,other3,,,
Other; undeclared,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113588754,other  undeclared,,,
Other; undeclared % ( n ),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113588745,other  undeclared     n,,,
Othera,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,othera,,,
Otherb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,otherb,,,
Otherc,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202710743,otherc,,,
