idx,Year,Location,Country,Global,paperIdx,tableIdx,Race/Ethnicity,RaceGroup,RaceSubGroup,total,unit,type,value,proportion,tableLink,paperLink,"Coder1 (0-weighted, 1=unweighted) ",Coder 1 notes,"Coder2 (0-weighted, 1=unweighted) ",Unnamed: 20
3,2019,Malaysia,Other,Foreign,8,2,"Chinese, non-Hispanic;",Asian,,639181,num,living in smoke-free home estimated population,138655,21.6926035,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
4,2019,Malaysia,Other,Foreign,8,2,"Chinese, non-Hispanic;",Asian,,124,num,living in smoke-free home sample*,25,20.16129032,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
5,2019,Malaysia,Other,Foreign,8,2,"Chinese, non-Hispanic;",Asian,,100,%,percent,24.7,24.7,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
6,2019,Malaysia,Other,Foreign,8,2,"Indian, non-Hispanic;",Asian,,639181,num,living in smoke-free home estimated population,56472,8.835056111,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
7,2019,Malaysia,Other,Foreign,8,2,"Indian, non-Hispanic;",Asian,,124,num,living in smoke-free home sample*,9,7.258064516,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
8,2019,Malaysia,Other,Foreign,8,2,"Indian, non-Hispanic;",Asian,,100,%,percent,26.5,26.5,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
9,2019,Malaysia,Other,Foreign,8,2,Others;,Others,,639181,num,living in smoke-free home estimated population,24102,3.770762898,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
10,2019,Malaysia,Other,Foreign,8,2,Others;,Others,,124,num,living in smoke-free home sample*,7,5.64516129,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
11,2019,Malaysia,Other,Foreign,8,2,Others;,Others,,100,%,percent,7.2,7.2,"http://www.tobaccoinduceddiseases.org/Is-the-implementation-of-smoke-free-policies-at-workplaces-nassociated-with-living,100692,0,2.html#t0002",http://dx.doi.org/10.18332/tid/100692,,,,
114,2019,"Los Angeles,California",USA,USA,9,1,Black or African American;,Black or African American,,9818605,num,n =9818605,856874,8.727044219,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
116,2019,"Los Angeles,California",USA,USA,9,1,Black or African American;,Black or African American,,9818605,%,los angeles county racial/ethnic percentage,8.7,8.7,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
121,2019,"Los Angeles,California",USA,USA,9,1,White; non-Hispanic,White,,9818605,num,n =9818605,2728321,27.78725695,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
122,2019,"Los Angeles,California",USA,USA,9,1,White; non-Hispanic,White,,9818605,%,los angeles county total number,27.8,27.8,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
123,2019,"Los Angeles,California",USA,USA,9,1,White; non-Hispanic,White,,9818605,%,los angeles county racial/ethnic percentage,27.8,27.8,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
128,2019,"Los Angeles,California",USA,USA,9,1,Latino; Hispanic,Hispanic,,9818605,num,n =9818605,4687889,47.7449597,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
129,2019,"Los Angeles,California",USA,USA,9,1,Latino; Hispanic,Hispanic,,9818605,%,los angeles county total number,47.7,47.7,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
130,2019,"Los Angeles,California",USA,USA,9,1,Latino; Hispanic,Hispanic,,9818605,%,los angeles county racial/ethnic percentage,47.7,47.7,"http://www.tobaccopreventioncessation.com/Retail-marketing-for-chewing-tobacco-in-Los-Angeles-California,105109,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105109,,,,
135,2019,USA (assumed),USA,USA,13,1,White;,White,,119,num,smoke-free zones(western),79,66.38655462,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
136,2019,USA (assumed),USA,USA,13,1,White;,White,,120,num,smoking zones(fanshawe),70,58.33333333,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
137,2019,USA (assumed),USA,USA,13,1,; Hispanic,Hispanic,,119,num,smoke-free zones(western),0,0,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
138,2019,USA (assumed),USA,USA,13,1,; Hispanic,Hispanic,,120,num,smoking zones(fanshawe),4,3.333333333,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
139,2019,USA (assumed),USA,USA,13,1,Black or African American;,Black or African American,,119,num,smoke-free zones(western),2,1.680672269,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
140,2019,USA (assumed),USA,USA,13,1,Black or African American;,Black or African American,,120,num,smoking zones(fanshawe),2,1.666666667,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
141,2019,USA (assumed),USA,USA,13,1,Asian;,Asian,,119,num,smoke-free zones(western),24,20.16806723,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
142,2019,USA (assumed),USA,USA,13,1,Asian;,Asian,,120,num,smoking zones(fanshawe),24,20,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
143,2019,USA (assumed),USA,USA,13,1,not-Stated;,Others,,119,num,smoke-free zones(western),14,11.76470588,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
144,2019,USA (assumed),USA,USA,13,1,not-Stated;,Others,,120,num,smoking zones(fanshawe),20,16.66666667,"http://www.tobaccopreventioncessation.com/Smoking-zones-versus-smoke-free-zones-on-Canadian-post-secondary-ncampuses-Which,105678,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/105678,,,,
145,2019,the United States,USA,USA,15,1,White;,White,,1002,num,waterpipe  full sample at baseline,787,78.5,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
146,2019,the United States,USA,USA,15,1,White;,White,,70,num,waterpipe (wp) users at follow-up,57,81.4,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
147,2019,the United States,USA,USA,15,1,White;,White,,932,num,waterpipe (wp) non-users at follow-up,730,78.3,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
148,2019,the United States,USA,USA,15,1,White;,White,,990,num,little cigars/cigarillos (lcc) full sample at baseline,766,77.4,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
149,2019,the United States,USA,USA,15,1,White;,White,,97,num,little cigars/cigarillos (lcc) users at follow-up,68,70.1,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
150,2019,the United States,USA,USA,15,1,Non-White;,Others,,1002,num,waterpipe  full sample at baseline,215,21.5,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
151,2019,the United States,USA,USA,15,1,Non-White;,Others,,70,num,waterpipe (wp) users at follow-up,13,18.6,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
152,2019,the United States,USA,USA,15,1,Non-White;,Others,,932,num,waterpipe (wp) non-users at follow-up,202,21.7,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
153,2019,the United States,USA,USA,15,1,Non-White;,Others,,990,num,little cigars/cigarillos (lcc) full sample at baseline,224,22.6,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
154,2019,the United States,USA,USA,15,1,Non-White;,Others,,97,num,little cigars/cigarillos (lcc) users at follow-up,29,29.9,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
155,2019,the United States,USA,USA,15,1,; Hispanic,Hispanic,,1002,num,waterpipe  full sample at baseline,71,7.1,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
156,2019,the United States,USA,USA,15,1,; Hispanic,Hispanic,,70,num,waterpipe (wp) users at follow-up,7,10,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
157,2019,the United States,USA,USA,15,1,; Hispanic,Hispanic,,932,num,waterpipe (wp) non-users at follow-up,64,6.9,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
158,2019,the United States,USA,USA,15,1,; Hispanic,Hispanic,,990,num,little cigars/cigarillos (lcc) full sample at baseline,77,7.8,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
159,2019,the United States,USA,USA,15,1,; Hispanic,Hispanic,,97,num,little cigars/cigarillos (lcc) users at follow-up,10,10.3,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
160,2019,the United States,USA,USA,15,1,; non-Hispanic,Others,,1002,num,waterpipe  full sample at baseline,931,92.9,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
161,2019,the United States,USA,USA,15,1,; non-Hispanic,Others,,70,num,waterpipe (wp) users at follow-up,63,90,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
162,2019,the United States,USA,USA,15,1,; non-Hispanic,Others,,932,num,waterpipe (wp) non-users at follow-up,868,93.1,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
163,2019,the United States,USA,USA,15,1,; non-Hispanic,Others,,990,num,little cigars/cigarillos (lcc) full sample at baseline,913,92.2,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
164,2019,the United States,USA,USA,15,1,; non-Hispanic,Others,,97,num,little cigars/cigarillos (lcc) users at follow-up,87,89.7,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108554,,,,
165,2019,USA,USA,USA,16,1,White;,White,,521,num,n = 521,460,88.29174664,"http://www.tobaccopreventioncessation.com/Willingness-to-try-various-tobacco-cessation-methods-among-US-adult-cigarette-smokers,108555,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108555,,,,
166,2019,USA,USA,USA,16,1,Latino; Hispanic,Hispanic,,521,num,n = 521,61,11.70825336,"http://www.tobaccopreventioncessation.com/Willingness-to-try-various-tobacco-cessation-methods-among-US-adult-cigarette-smokers,108555,0,2.html#t0001",http://dx.doi.org/10.18332/tpc/108555,,,,
167,2019,USA (assumed),USA,USA,18,2,White;,White,,90,num,all callers,68,75.55555556,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
168,2019,USA (assumed),USA,USA,18,2,White;,White,,43,num,high-quality goal setting,34,79.06976744,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
169,2019,USA (assumed),USA,USA,18,2,White;,White,,47,num,low-quality goal setting,34,72.34042553,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
170,2019,USA (assumed),USA,USA,18,2,Non-White;,Others,,90,num,all callers,22,24.44444444,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
171,2019,USA (assumed),USA,USA,18,2,Non-White;,Others,,43,num,high-quality goal setting,9,20.93023256,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
172,2019,USA (assumed),USA,USA,18,2,Non-White;,Others,,47,num,low-quality goal setting,13,27.65957447,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
173,2019,USA (assumed),USA,USA,18,2,; Hispanic,Hispanic,,90,num,all callers,10,11.11111111,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
174,2019,USA (assumed),USA,USA,18,2,; Hispanic,Hispanic,,43,num,high-quality goal setting,6,13.95348837,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
175,2019,USA (assumed),USA,USA,18,2,; Hispanic,Hispanic,,47,num,low-quality goal setting,4,8.510638298,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
176,2019,USA (assumed),USA,USA,18,2,; non-Hispanic,Others,,90,num,all callers,80,88.88888889,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
177,2019,USA (assumed),USA,USA,18,2,; non-Hispanic,Others,,43,num,high-quality goal setting,37,86.04651163,"http://www.tobaccopreventioncessation.com/Higher-quality-quit-date-goal-setting-enhances-quit-attempts-among-quitline-callers,109537,0,2.html#t0002",http://dx.doi.org/10.18332/tpc/109537,,,,
